id,project_id,document_spot,the_data,section_reference,question_number,section_order,type
40230912,526963,45z_int_str_hand,"[""Steel pipe"", ""Wood""]",4.5,15,19,PcaReportDataItem
40226786,526963,432a_wind,"[""Fixed Single-Pane"", ""Storefront with entry doors""]",4.3.2,13,14,PcaReportDataItem
40259806,526963,443_skylight_conddesc,"The skylights appeared to generally be in fair condition. Skylights EUL range from 10 -15 years. Based on the subject's construction date 1999, with no information provided regarding the age of the skylights, it is recommended that the skylights be replaced in the early period of the term. 
 The skylights were not provided with fall protection around them. It is recommended that fall protection be installed. An opinion of cost for this work is included in Table 1.",4.4.3,7,17,PcaReportDataItem
40217208,526963,64b_commten,"According to property management, the building was configured for one tenant. Interior doors were typically stained, solid core wood set in metal frames. Miscellaneous cabinetry was located at break and office areas.",6.4,9,39,PcaReportDataItem
40263382,526963,pca_reserve_yn_19a,no,1.0,17,63,PcaReportDataItem
40230794,526963,45a_frescp,"[""Not provided""]",4.5,1,19,PcaReportDataItem
40259144,526963,441ap_flash_mat,"[""Similar to roofing membrane""]",4.4.1,2,17,PcaReportDataItem
40217206,526963,64e_ceiling,"[""Suspended Acoustic Tiles"", ""Painted Gypsum Board"", ""Exposed Structure""]",6.4,4,39,PcaReportDataItem
40262958,526963,442a_drain,"[""Overflow scuppers"", ""Roof Drains & Interior Leaders""]",4.4.2,30,17,PcaReportDataItem
40217169,526963,64d_wall,"[""Painted Gypsum Board"", ""Painted CMU""]",6.4,3,39,PcaReportDataItem
40263387,526963,443_what_roof_mounted_items,"[""Roof access hatch"", ""HVAC equipment""]",4.4.3,40,17,PcaReportDataItem
40230144,526963,433ep_oh_door_equip,"[""Bumpers"", ""Built-up concrete ramp permitting drive-in access""]",4.3.3,32,15,PcaReportDataItem
40230094,526963,433bp_oh_door_quant,4,4.3.3,31,15,PcaReportDataItem
40263383,526963,442_was_ponding_observed,no,4.4.2,34,17,PcaReportDataItem
40226672,526963,431e_ptcond,Fair,4.3.1,7,14,PcaReportDataItem
40230788,526963,pca_reserve_yn_17a,no,1.0,15,63,PcaReportDataItem
40230889,526963,45y_int_str_guard,"[""Wood""]",4.5,14,19,PcaReportDataItem
40230808,526963,45f_balctyp,"[""Not provided""]",4.5,6,19,PcaReportDataItem
40227406,526963,433_1e_pca,no,4.3,3,99,PcaReportDataItem
40230214,526963,433c_doorcond,Good to Fair,4.3.3,33,15,PcaReportDataItem
40227156,526963,432c_windcond,Good to Poor,4.3.2,16,14,PcaReportDataItem
40230142,526963,433dp_oh_door_op,"[""Manual"", ""Electric openers""]",4.3.3,29,15,PcaReportDataItem
40226712,526963,pca_reserve_yn_53a,yes,1.0,7,63,PcaReportDataItem
40263449,526963,443_roof_mounted_equipment_conddesc,The roof hatch is missing safety railing. Installation of roof hatch railing is recommended.  An opinion of cost for this work is included in Table 1.,4.4.3,999,17,PcaReportDataItem
40227163,526963,describe_window_issues_in_complete_sentences_43,"There were possible window leaks reported at the fixed units on the east side of the building (see above for details and recommends).
There was a broken window located at the southeast corner warehouse area. Replacement of the broken window is recommended. An opinion of cost for this work is included in Table 1.",4.3.2,17,14,PcaReportDataItem
40228207,526963,433x_primdoor_hardware,"[""Exterior pulls"", ""Lever handle"", ""Closers"", ""Deadbolts"", ""Other"", ""electronic key code entrance""]",4.3.3,25,15,PcaReportDataItem
40261886,526963,primary_roof_installation_date_44,Not provided,4.4.1,12,17,PcaReportDataItem
40218924,526963,8h_can_lang_3,No suspect microbial growth but areas of water damage,8,10,99,PcaReportDataItem
40259958,526963,primary_roof_type_44,"[""Flat/low-slope""]",4.4.1,10,17,PcaReportDataItem
40262957,526963,pca_reserve_yn_18a,yes,1.0,16,63,PcaReportDataItem
40268274,526963,pca_reserve_desc_18b,Annual roof maintenance including coating of the corrugated metal awnings is recommended during the term.  Replacement of skylights is anticipated during the evaluation period. An opinion of cost for this work is included in Table 2.,4.4.1,60,17,PcaReportDataItem
40226717,526963,pca_reserve_desc_53b,Repair and maintenance of loading dock doors and equipment is anticipated during the term.   An opinion of cost for this work is included in Table 2.,4.3.1,17,14,PcaReportDataItem
39117405,526963,9a_flood_zone,"[""Zone X (unshaded)""]",9.1,3,56,PcaReportDataItem
38756784,526963,322a_paving,yes,3.2.2,1,2,PcaReportDataItem
40167525,526963,322g_spaces,55,3.2.2,13,2,PcaReportDataItem
40182948,526963,51e_whdesc,"[""Electric - central WH""]",5.1,21,20,PcaReportDataItem
40187197,526963,93d_hzone,no,9.3,8,58,PcaReportDataItem
40181057,526963,41c_walls,"[""None - below grade portions not present""]",4.1,8,12,PcaReportDataItem
40182377,526963,42g_frtp,Not Observed,4.2,9,13,PcaReportDataItem
40138916,526963,24a_document_review,Ventura County Tax Assessor property information: 220-0-29-135,2.4,1,62,PcaReportDataItem
40140949,526963,24j_document_review9,Channel Island Business Center Owners Association CC&R documents.,2.4,9,62,PcaReportDataItem
40180747,526963,swimming_pool_329,none,3.2.9,19,9,PcaReportDataItem
40187136,526963,7c3_proper_slope,yes,7,5,99,PcaReportDataItem
40180675,526963,328c_soffit_type,"[""Halogen""]",3.2.8,3,8,PcaReportDataItem
40182607,526963,51b_1b_pca,no,5.1,1,20,PcaReportDataItem
40169608,526963,pca_reserve_yn_51a,no,1.0,5,63,PcaReportDataItem
40135267,526963,22a_associated_years,Six years,2.2,7,60,PcaReportDataItem
40180750,526963,329f_totlot,none,3.2.9,44,9,PcaReportDataItem
40185364,526963,53l_gfci,yes,5.3,40,22,PcaReportDataItem
40183004,526963,51_sewage_ejector_pumps,no,5.1,55,20,PcaReportDataItem
40187152,526963,7d3_clear_floor_area,yes,7,19,99,PcaReportDataItem
40140930,526963,24i_document_review8,Parcel Map,2.4,8,62,PcaReportDataItem
40182834,526963,51c_wstrep,"[""Cast iron""]",5.1,4,20,PcaReportDataItem
40169686,526963,323p_handrail_desc,railing was not observed.,3.2.3,5,3,PcaReportDataItem
40135269,526963,22b_single_coop,yes,2.2,8,60,PcaReportDataItem
40181035,526963,41a_source,"[""Property management"", ""Site escort"", ""Experience""]",4.1,6,12,PcaReportDataItem
40187050,526963,central_panel_manufacturer_552,Silent Knight,5.5.2,50,32,PcaReportDataItem
40179583,526963,326b_sign_type,"[""Facade-mounted, metal signage"", ""Vinyl window decals""]",3.2.6,2,6,PcaReportDataItem
40185865,526963,fire_protection_system_551,Wet-pipe,5.5.1,2,32,PcaReportDataItem
40138911,526963,24_any_document_reviewed,yes,2.4,1,62,PcaReportDataItem
40169442,526963,322su_paveseal_survcond,Poor,3.2.2,3,2,PcaReportDataItem
40131097,526963,1d_any_reported_issues,yes,1,69,63,PcaReportDataItem
38476493,526963,43m_cost_action_item,,4.3.1,12,14,PcaReportDataItem
38476668,526963,1g_replacement_repair,,1.0,7,63,PcaReportDataItem
38476504,526963,443_cost_action_item,,4.4.3,42,17,PcaReportDataItem
38476524,526963,52f_uh_cai,,5.2,5,21,PcaReportDataItem
38476689,526963,1f_operational_repair_lang,,1,99,63,PcaReportDataItem
38476564,526963,653w_cost_action_item,,6.5.3,35,41,PcaReportDataItem
38476652,526963,01u_rm_first_name,Lyly,1,19,63,PcaReportDataItem
38476473,526963,326m_cost_action_item,,3.2.6,6,6,PcaReportDataItem
38476685,526963,1c_overall_detailed_observations,,1,99,63,PcaReportDataItem
38476559,526963,63m_cost_action_item,,6.3,99,38,PcaReportDataItem
38476612,526963,1u_summary_elev_2,,1,59,63,PcaReportDataItem
38476686,526963,1f_critical_repair_lang,,1,99,63,PcaReportDataItem
38476640,526963,01d_project_state,California,1,5,63,PcaReportDataItem
38476646,526963,01k_client_last_name,Mandler,1,10,63,PcaReportDataItem
38476465,526963,322b_cost_action_items,,3.2.2,33,2,PcaReportDataItem
38476491,526963,42m_cost_action_item,,4.2,17,13,PcaReportDataItem
38476521,526963,52f_hs_cai,,5.2,5,21,PcaReportDataItem
38476695,526963,9_3_pga_lang,,9,99,99,PcaReportDataItem
38476525,526963,52m_cost_action_item,,5.2,6,21,PcaReportDataItem
38476518,526963,52f_cs_cai,,5.2,5,21,PcaReportDataItem
38476664,526963,1c_cover_letter,,1.0,3,63,PcaReportDataItem
38476484,526963,3212a_cost_action_item,,3.2.12,14,11,PcaReportDataItem
38476530,526963,number_of_similar_elevators,,5.4.1,6,23,PcaReportDataItem
38476512,526963,52e_ss_ctt,,5.2,4,21,PcaReportDataItem
38476541,526963,elevator_type_5_541,,5.4.1.5,29,23,PcaReportDataItem
38476519,526963,52f_ss_cai,,5.2,5,21,PcaReportDataItem
38476523,526963,52f_beh_cai,,5.2,5,21,PcaReportDataItem
38476641,526963,01zp_project_county,Ventura,1,7,63,PcaReportDataItem
38476514,526963,52e_hs_ctt,,5.2,4,21,PcaReportDataItem
38476675,526963,1_2l_cost_eval,,1.0,12,63,PcaReportDataItem
38476546,526963,551x_cost_action_item,,5.5.1,32,32,PcaReportDataItem
38476551,526963,55m_cost_action_item,,5.5.2,60,32,PcaReportDataItem
38476554,526963,553z_cost_action_item,,5.5.3,7,32,PcaReportDataItem
38476536,526963,number_of_similar_elevators_2_541,,5.4.1.2,13,23,PcaReportDataItem
38476556,526963,61p_cost_table_type,,6.1,99,36,PcaReportDataItem
38476635,526963,70p_cost_action_item,,7,26,99,PcaReportDataItem
38476642,526963,01e_project_zip,93033,1,6,63,PcaReportDataItem
38476502,526963,442w_cost_table_type,,4.4.2,37,17,PcaReportDataItem
38476467,526963,323p_cost_table_type,,3.2.3,31,3,PcaReportDataItem
38476665,526963,1d_cover_letter,,1.0,4,63,PcaReportDataItem
38476591,526963,1i_summary_walls,,1,40,63,PcaReportDataItem
38476630,526963,1z_summary_number_of_pads,,1.0,99,63,PcaReportDataItem
40169476,526963,pca_reserve_desc_50b,Reapplication of asphalt seal coat is anticipated during the evaluation period. An opinion of cost for this work is included in Table 2.,3.2.2,14,2,PcaReportDataItem
38756787,526963,322p_pavement_survcond,Fair,3.2.2,23,2,PcaReportDataItem
38756788,526963,322s_pavement_def,"Linear cracking, map or alligator cracking  were noted at the north, east and south elevations. Repair of the noted area is recommended. These  limited cracks and damaged areas can be repaired during the asphalt pavement sealant and striping improvements. ",3.2.2,24,2,PcaReportDataItem
40169633,526963,323b_grade_changes,"[""Other"", ""curb-cuts or at grade entrances""]",3.2.3,4,3,PcaReportDataItem
40164631,526963,24o_document_review14,"Roof Maintenance agreement
Water leak repair proposals
Hardscape and pavement proposal",2.4,14,62,PcaReportDataItem
40167530,526963,322k_evidence_pkg_sp_count,"[""Based on a physical count""]",3.2.2,17,2,PcaReportDataItem
40179615,526963,327p_wall_additional_desc,"Two solid waste dumpster enclosures were present in the west elevation loading dock area. The refuse enclosures were, built onto the structure and were constructed of cast in place concrete with a painted finish, steel framed roof cover and upper level chain-link fencing.  Painted metal gates provided secure access to the enclosures.",3.2.7,3,7,PcaReportDataItem
40185365,526963,53_3a_pca,no,5.3,1,22,PcaReportDataItem
40187084,526963,553aa_oscond,Good,5.5.3,4,32,PcaReportDataItem
40169616,526963,are_there_walkways_323,yes,3.2.3,1,3,PcaReportDataItem
40186968,526963,551f_head,Manufacture stamp was not present,5.5.1,12,32,PcaReportDataItem
40184385,526963,52p_hvac_system,"[""Packaged units""]",5.2,101,21,PcaReportDataItem
40185371,526963,pca_reserve_yn_31a,no,1.0,29,63,PcaReportDataItem
40131076,526963,1a_overall_condition,Good to Poor,1,66,63,PcaReportDataItem
40169694,526963,325a_retwall,no,3.2.5,1,5,PcaReportDataItem
40167509,526963,322c_parking,yes,3.2.2,7,2,PcaReportDataItem
40183023,526963,54a_vertrans,no,5.4,1,23,PcaReportDataItem
40184401,526963,52k_pu_elec_refridge,R22,5.2,154,21,PcaReportDataItem
40182848,526963,51_dom_water_sup_desc,Domestic water service to the building was provided in the east elevation landscape area via a two inch copper line.,5.1,16,20,PcaReportDataItem
40135271,526963,22c_single_knowledge,yes,2.2,8,60,PcaReportDataItem
40187080,526963,553_1a_pca,no,5.5.3,2,32,PcaReportDataItem
40187097,526963,63a_supp,no,6.3,1,38,PcaReportDataItem
40138980,526963,24n_document_review13,Fire Alarm System Annual Inspection Report May 2021 (overdue inspection).,2.4,13,62,PcaReportDataItem
40181376,526963,42a_vertconst,"[""Precast concrete wall panels, steel columns, steel stud framing""]",4.2,2,13,PcaReportDataItem
40184570,526963,transformer_location_53ssbs,"in the landscaped area, outside the main electrical room",5.3,2,22,PcaReportDataItem
40186554,526963,are_sprinkler_heads_present_551,yes,5.5.1,11,32,PcaReportDataItem
40165312,526963,321c_topo_desc,Gentle slopes were present for drainage purposes to accommodate grade changes where required due to building pad elevations and roadway design.,3.2.1,4,1,PcaReportDataItem
40169438,526963,322ss_pavemark_survcond,Fair,3.2.2,1,2,PcaReportDataItem
40181061,526963,41d_foundcond,no,4.1,9,12,PcaReportDataItem
40181487,526963,roof_framing_42,"[""Low-slope wood beams""]",4.2,4,13,PcaReportDataItem
40186922,526963,551_1c_pca,no,5.5.1,4,32,PcaReportDataItem
40165973,526963,321cc_location_of_detention_pond,The detention basin was located at the corner of Pacific Cost Highway and Rose Avenue. The basin construction was not observed.,3.2.1,9,1,PcaReportDataItem
40169406,526963,pca_reserve_yn_48a,no,1.0,2,63,PcaReportDataItem
40131080,526963,1c_pre_survey,yes,1,68,63,PcaReportDataItem
40182612,526963,51b_dompipobs,"[""Copper""]",5.1,1,20,PcaReportDataItem
40166688,526963,321j_ss_def,"Routine maintenance, including clearing of debris from inlets, channels, piping, and outlets, is anticipated throughout the evaluation period.",3.2.1,16,1,PcaReportDataItem
40187150,526963,7d2_sign_entrance,yes,7,17,99,PcaReportDataItem
40187101,526963,64a_tenant,yes,6.4,1,39,PcaReportDataItem
40167527,526963,322i_van,2,3.2.2,15,2,PcaReportDataItem
40181489,526963,42c_roofconst,"[""Plywood""]",4.2,5,13,PcaReportDataItem
40187142,526963,7c6_comp_landing,yes,7,11,99,PcaReportDataItem
40184414,526963,52_hvac_con_name,GW Richardson,5.2,1,21,PcaReportDataItem
40182996,526963,51_water_heat_sto_tank_secured,yes,5.1,48,20,PcaReportDataItem
40180689,526963,328e_survcond,Good,3.2.8,5,8,PcaReportDataItem
40185889,526963,551c_fsuppwater,"[""Municipal main""]",5.5.1,4,32,PcaReportDataItem
40187156,526963,7d6_min_clear_space,none,7,25,99,PcaReportDataItem
40133211,526963,21b_weather,"Partial cloud cover, approximately 50° Fahrenheit",2.1,2,59,PcaReportDataItem
40180817,526963,3211e,City of Oxnard,3.2.11,5,11,PcaReportDataItem
40186920,526963,551g_chemical,yes,5.5.1,40,32,PcaReportDataItem
40187195,526963,93c_special_wind_hurricane,no,9.3,7,58,PcaReportDataItem
40185893,526963,551ab_backflow_dev_loc,The backflow prevention device for the system was observed in the southeast landscape area .,5.5.1,888,32,PcaReportDataItem
40182889,526963,51_1a_pca,no,5.1,1,20,PcaReportDataItem
40186889,526963,551h_suppinsp,February 2023,5.5.1,13,32,PcaReportDataItem
40131106,526963,1g_recent_capital,no,1,76,63,PcaReportDataItem
40187126,526963,7b3_access_symbol,yes,7,4,99,PcaReportDataItem
40131108,526963,1i_eul_statement,no,1.0,9,63,PcaReportDataItem
40180723,526963,329bb_bt_loc,at the east elevation external break area.,3.2.9,3,9,PcaReportDataItem
40187134,526963,7c2_curb_cut,yes,7,3,99,PcaReportDataItem
40169859,526963,324d_survcond,Fair to Poor,3.2.4,3,4,PcaReportDataItem
40182394,526963,431_1c_pca,no,4.3,1,99,PcaReportDataItem
40169696,526963,3210a,no,3.2.10,1,10,PcaReportDataItem
40180818,526963,3211f,The building water meter was located in a below grade vault,3.2.11,6,11,PcaReportDataItem
40186990,526963,552a_firealrm,yes,5.5.2,46,32,PcaReportDataItem
40186994,526963,552_1a_pca,no,5.5.2,1,32,PcaReportDataItem
40179737,526963,pca_reserve_yn_7a,no,1.0,6,63,PcaReportDataItem
40178190,526963,324m_irrigation_conddesc,Barren turf was observed throughout the site. Testing the irrigation system for proper operation to include as-need repairs is recommended.  An opinion of cost for this work is included in Table 1.,3.2.4,8,4,PcaReportDataItem
40187141,526963,7c5_length_width,yes,7,9,99,PcaReportDataItem
40169697,526963,pca_reserve_yn_10a,no,1.0,9,63,PcaReportDataItem
40187147,526963,74_end_statement,"Exterior routes from public transportation stops, accessible parking spaces, and public sidewalks at the subject property appeared to be generally accessible.",7.0,2,45,PcaReportDataItem
40165317,526963,pca_reserve_yn_47a,no,1.0,1,63,PcaReportDataItem
40169416,526963,322a1_pave_type,"[""Concrete""]",3.2.2,1,2,PcaReportDataItem
40182888,526963,pca_reserve_yn_55a,no,1.0,9,63,PcaReportDataItem
40183005,526963,pca_reserve_yn_22a,no,1.0,20,63,PcaReportDataItem
40130742,526963,01w_rm_title,National Client Manager,1,21,63,PcaReportDataItem
40131100,526963,1e_reported_issues_desc,Recent water intrusion during the last storm coming in from office floor/ceiling window line.,1,70,63,PcaReportDataItem
40187079,526963,are_there_other_systems_553,yes,5.5.3,1,32,PcaReportDataItem
40184573,526963,53_2a_pca,no,5.3,1,22,PcaReportDataItem
40184404,526963,52o_temp_control,"[""Local thermostats""]",5.2,175,21,PcaReportDataItem
40186938,526963,551r_fire_hydrant_loc,"[""Parking lot perimeters""]",5.5.1,42,32,PcaReportDataItem
40135594,526963,23e_zoning_findings,"According to a review of the zoning map obtained from City of Oxnard, the subject property is zoned M-L-PD and Limited Manufacturing Industrial Zone. The permitted uses listed in the zoning regulations include industrial and  warehouse.",2.3,18,61,PcaReportDataItem
40167522,526963,parking_pavement_single_322,Asphalt,3.2.2,12,2,PcaReportDataItem
40187158,526963,75_end_statement,Exterior entrances provided at the subject property appeared to be generally accessible.,7.0,3,45,PcaReportDataItem
40166018,526963,321g_precip,no,3.2.1,13,1,PcaReportDataItem
40184567,526963,53_1a_pca,no,5.3,1,22,PcaReportDataItem
40186898,526963,fire_extinguisher_location_551,"in corridors, warehouse, and in mechanical/electrical spaces",5.5.1,34,32,PcaReportDataItem
40183037,526963,52za_is_there_hvac,yes,5.2,1,21,PcaReportDataItem
40187039,526963,552aa_fa_comp,"[""Pull stations"", ""Alarm horn/strobes"", ""Central panel"", ""Alarm bells""]",5.5.2,1,32,PcaReportDataItem
40169606,526963,322t_curbing,"[""Concrete""]",3.2.2,27,2,PcaReportDataItem
40140871,526963,24f_document_review5,"5-Year fire sprinkler test, February 2023. ",2.4,5,62,PcaReportDataItem
40179598,526963,pca_reserve_yn_6a,no,1.0,5,63,PcaReportDataItem
40186934,526963,551_chemfiresup_survcond,Good,5.5.1,99,32,PcaReportDataItem
40184569,526963,53a_transf,Pad-mounted - Single,5.3,1,22,PcaReportDataItem
40179691,526963,327c_survcond,Good to Fair,3.2.7,4,7,PcaReportDataItem
40180744,526963,329ca_carport,none,3.2.9,7,9,PcaReportDataItem
40169688,526963,323c_survcond,Good,3.2.3,6,3,PcaReportDataItem
40182411,526963,431b_secfac,"[""Other"", ""none""]",4.3.1,2,14,PcaReportDataItem
40182884,526963,51aa_cond,Good to Fair,5.1,18,20,PcaReportDataItem
40180806,526963,3211d,N/A (there is plumbing for gas located at the north elevation wall),3.2.11,4,11,PcaReportDataItem
40169690,526963,pca_reserve_yn_3a,no,1.0,2,63,PcaReportDataItem
40187139,526963,7c4_comp_slope,yes,7,7,99,PcaReportDataItem
40178197,526963,pca_reserve_yn_4a,no,1.0,3,63,PcaReportDataItem
40169470,526963,pca_reserve_yn_49a,no,1.0,3,63,PcaReportDataItem
40187042,526963,552c_panel,yes,5.5.2,48,32,PcaReportDataItem
40182387,526963,pca_reserve_yn_14a,no,1.0,12,63,PcaReportDataItem
40165315,526963,321d_survcond,Good,3.2.1,5,1,PcaReportDataItem
38476714,526963,23a_fire_life_safety_name,Oxnard Fire,2.3,7,61,PcaReportDataItem
38476716,526963,23b_fire_life_safety_contact,Blair Martin,2.3,8,61,PcaReportDataItem
38476671,526963,1a_deviation_text,,1.0,1,63,PcaReportDataItem
38476667,526963,1f_immediate_repair_lang,,1.0,6,63,PcaReportDataItem
40135527,526963,23e_fire_life_safety_findings,"Inspections frequency was not reported. According to a report from the Oxnard Fire Department, the Fire Alarm at 1401 Steller Drive is overdue for inspection, last renewal date 4/3/21. The inspection should be performed by a licensed company and the test results should be submitted to the City of Oxnard. An opinion of cost for this work is included in Table 1. ",2.3,12,61,PcaReportDataItem
38476628,526963,doc_1i_summary_cool_5,,1,999,63,PcaReportDataItem
38476647,526963,01n_client_address,5150 Overland Avenue,1,12,63,PcaReportDataItem
38476555,526963,61m_cost_action_item,,6.1,99,36,PcaReportDataItem
38476542,526963,number_of_similar_elevators_5_541,,5.4.1.5,34,23,PcaReportDataItem
38476648,526963,01o_client_city,Culver City,1,13,63,PcaReportDataItem
38476663,526963,1b_cover_letter,,1.0,2,63,PcaReportDataItem
38476687,526963,1f_priority90_repair_lang,,1,99,63,PcaReportDataItem
38476563,526963,653q_cost_table_type,,6.5.3,34,41,PcaReportDataItem
38476509,526963,51m_cost_action_item,,5.1,50,20,PcaReportDataItem
38476501,526963,44m_cost_action_item,,4.4.1,27,17,PcaReportDataItem
38476510,526963,52p_cost_table_type,,5.2,1,21,PcaReportDataItem
38476570,526963,21a_site_visit_date,"March 22, 2023",2.1,1,59,PcaReportDataItem
38476532,526963,number_of_similar_elevators_541_rep,,5.4.1,34,23,PcaReportDataItem
38476622,526963,doc_1c_summary_heat_3,,1,999,63,PcaReportDataItem
38476463,526963,321m_cost_action_item,,3.2.1,18,1,PcaReportDataItem
38476495,526963,432x_cost_action_item,,4.3.2,19,14,PcaReportDataItem
38476488,526963,41m_cost_action_item,,4.1,21,12,PcaReportDataItem
38476613,526963,1u_summary_elev_3,,1,60,63,PcaReportDataItem
38476547,526963,551_ext_cost_table_type,,5.5.1,38,32,PcaReportDataItem
38476567,526963,655t_cost_table_type,,6.5.5,47,43,PcaReportDataItem
38476565,526963,654r_cost_action_item,,6.5.4,39,42,PcaReportDataItem
38476494,526963,432w_cost_table_type,,4.3.2,18,14,PcaReportDataItem
38476533,526963,54m_cost_action_item,,5.4.1,99,23,PcaReportDataItem
38476683,526963,01_confidential_and_privileged,,1.0,99,63,PcaReportDataItem
38476499,526963,441b_prim_cost_action_item,,4.4.1,18,17,PcaReportDataItem
38476469,526963,324m_cost_action_item,,3.2.4,10,4,PcaReportDataItem
38476673,526963,1c_deviation_text,,1.0,3,63,PcaReportDataItem
38476661,526963,1a_cover_letter,,1.0,1,63,PcaReportDataItem
38476539,526963,elevator_type_4_541,,5.4.1.4,22,23,PcaReportDataItem
38476681,526963,9s_hazard,,1.0,19,63,PcaReportDataItem
38476474,526963,327p_cost_table_type,,3.2.7,10,7,PcaReportDataItem
38476490,526963,42p_cost_table_type,,4.2,16,13,PcaReportDataItem
38476684,526963,1_4n_reliance,,1.0,14,63,PcaReportDataItem
38476589,526963,2h_summary_residential_units_comment,,1,38,63,PcaReportDataItem
38476496,526963,433y_cost_table_type,,4.3.3,35,15,PcaReportDataItem
38476573,526963,2d_summary_building_num_comment,,1,26,63,PcaReportDataItem
38476513,526963,52e_pu_ctt,,5.2,4,21,PcaReportDataItem
38476507,526963,45p_cost_table_type,,4.5,12,19,PcaReportDataItem
38476620,526963,1r_summary_cool,,1,999,63,PcaReportDataItem
38476476,526963,328p_cost_table_type,,3.2.8,7,8,PcaReportDataItem
38476470,526963,325m_cost_action_item,,3.2.5,6,5,PcaReportDataItem
38476562,526963,64p_cost_table_type,,6.4,99,39,PcaReportDataItem
38476617,526963,1w_summary_fire_sup,,1,64,63,PcaReportDataItem
38476487,526963,3212b_cost_table_type,,3.2.12,28,11,PcaReportDataItem
38476636,526963,01a_project_name,"O940 Oxnard-Rose Holdings, LLC - Commercial",1,1,63,PcaReportDataItem
38476506,526963,45m_cost_action_item,,4.5,11,19,PcaReportDataItem
40259780,526963,443_skylight_condition,Fair to Poor,4.4.3,6,17,PcaReportDataItem
40230804,526963,454_1i_pca,no,4.5,1,19,PcaReportDataItem
40259950,526963,441_1p_pca,no,4.4,1,17,PcaReportDataItem
40226773,526963,431p_sealant_conddesc,The concrete wall panel joint calking was observed to be worn and cracked throughout the structure. Replacement of the wall panel joint calking is recommended. An opinion of cost for this work is included in Table 1.,4.3.1,10,14,PcaReportDataItem
40261991,526963,441f_rfconddesc,"The low slope roof was in poor condition. The cap sheet had lost a considerable amount of the granules, was cracked and worn at varying locations throughout. Additionally, the roof was reported to have leaks through its surface and is suspected to be one of the main contributing factors to the water infiltrations along the east and south walls. Roof replacement or TPO overlay is recommended (including installation of parapet coping). 

Due to the mounted equipment on the roof and areas of the parapet being below 42"" in height, it is recommended that a yellow safety strip be painted along the roof's perimeter, three feet from the parapet wall.

 An opinion of cost for this work is included in Table 1.",4.4.1,16,17,PcaReportDataItem
40231575,526963,45h_fbscond,Good,4.5,9,19,PcaReportDataItem
40230106,526963,433cp_oh_door_loc,at the rear west elevation of the building,4.3.3,30,15,PcaReportDataItem
40226690,526963,431m_facade_pt_conddesc,"Exterior paint was chipping at various points along the perimeter walls and what appears to be graffiti coverup was located along the south elevation wall.  A complete repaint of the exterior is recommended. If graffiti is an ongoing issue, painting with a graffiti resistant paint is recommended.  An opinion of cost for this work is included in Table 1.",4.3.1,8,14,PcaReportDataItem
40263185,526963,442p_drain_conddesc,"The drain covers and roofing material was worn and cracked and vegetation was growing in  the drains at the southeast and northwest elevation drains. Clearing the drains and as-needed replace of the drains  during the roof replacement process is recommended. 
A roof maintenance program has just been implemented , which includes cleaning of the roof. It is recommended that the roof maintenance company be contacted to complete the cleaning of the drains.
Additionally once the roof has been replaced, it is recommended that the roof maintenance agreement be amended to comply to the new roofs manufacturers requirements. A zero cost will be listed on Table 1 for reference.",4.4.2,33,17,PcaReportDataItem
40218923,526963,8g_can_lang_2,No suspect microbial growth but areas of water damage,8,9,99,PcaReportDataItem
40218921,526963,8a_microbial_and_water,No suspect microbial growth but areas of water damage,8.0,6,54,PcaReportDataItem
40227405,526963,pca_reserve_yn_16a,no,1.0,14,63,PcaReportDataItem
40227407,526963,433a_primdoors,"[""Painted metal"", ""Single aluminum storefront with full-height glazing""]",4.3.3,24,15,PcaReportDataItem
40259354,526963,441c_parapet_cond,Fair to Poor,4.4.1,3,17,PcaReportDataItem
40218922,526963,8f_can_lang_1,No suspect microbial growth but areas of water damage,8,8,99,PcaReportDataItem
40230810,526963,453_1h_pca,no,4.5,1,19,PcaReportDataItem
40230791,526963,45p_fireescapes_stairs_balconies,yes,4.5,2,19,PcaReportDataItem
40226664,526963,pca_reserve_yn_52a,no,1.0,6,63,PcaReportDataItem
40261882,526963,441_was_roof_access_provided,yes,4.4.1,8,17,PcaReportDataItem
40131078,526963,1b_overall_preventative_maintenance,Good to Poor,1,67,63,PcaReportDataItem
40187154,526963,7d4_hardware_comp,yes,7,21,99,PcaReportDataItem
40186936,526963,551_fire_hydrants,yes,5.5.1,99,32,PcaReportDataItem
40182989,526963,51_site_seismic_zones,yes,5.1,47,20,PcaReportDataItem
40185863,526963,551_1a_pca,no,5.5.1,1,32,PcaReportDataItem
40187155,526963,7d5_clear_open_width,yes,7,23,99,PcaReportDataItem
40187133,526963,7c1_access_route,yes,7,1,99,PcaReportDataItem
40185354,526963,53b_eserv,1200,5.3,3,22,PcaReportDataItem
40186553,526963,551f_piping,"[""Steel""]",5.5.1,1,32,PcaReportDataItem
40187048,526963,552d_panelloc,in the utility closet at the west elevation,5.5.2,49,32,PcaReportDataItem
40167511,526963,parking_areas_provided,no,3.2.2,8,2,PcaReportDataItem
40186550,526963,551e_hose,no,5.5.1,10,32,PcaReportDataItem
40179868,526963,328b_ext_light_type,"[""Facade-mounted"", ""Fixtures mounted to underside of parking garage""]",3.2.8,2,8,PcaReportDataItem
40187131,526963,73_end_statement,The accessible parking spaces appeared to be correctly configured and identified.,7.0,1,45,PcaReportDataItem
