portfolio_id,project_id,section_reference,category,section,subsection,cost_related,docu_txt
231,246036,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 4.16 acres., Acreage source is Clark County Assessor"
231,246036,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is The warehouse area is heated by several ceiling-hung gas-fired heaters located throughout the warehouse. Cooling at the warehouse area is provided by a total of three wall mounted evaporative cooling units., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 16 TONS that have 1 years remaining useful life with total cost of 19200.0 dollars, year 1 costs $4800.0, year 2 costs $4800.0, year 3 costs $4800.0, year 4 costs $4800.0., There is an Spread Reserve cost item regarding Split-system fan coil, Replace for total unit of 4 EA that have 1 years remaining useful life with total cost of 14000.0 dollars, year 1 costs $3500.0, year 2 costs $3500.0, year 3 costs $3500.0, year 4 costs $3500.0."
231,246036,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Immediate (0-12 months) cost item regarding Damaged pavement consisting of alligator cracking was observed at several locations throughout the property including but not limited to the southeast driving lane near the concrete paved areas and to the south and southwest of the building. Sectional replacement repairs are recommended. for total unit of 2000.0 SF with total cost of 8000 dollars., There is an Immediate (0-12 months) cost item regarding Faded striping and markings as well as general surface degradation and cracking were noted throughout the paved areas. Partner recommends that the asphalt seal coat and pavement markings be reapplied following sectional replacement and crack seal repairs. An opinion of cost for this work is included in Table 1. for total unit of 58000.0 SF with total cost of 8700 dollars., There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 58000 SF that have 5 years remaining useful life with total cost of 6960.0 dollars, year 5 costs $6960.0, year 10 costs $6960.0."
231,246036,3.2.3,,,,,There is an Immediate (0-12 months) cost item regarding A single walkway trip hazard was noted at the south corner of the building due to invasive tree roots. Sectional replacement repair is required. for total unit of 1.0 EA with total cost of 1000 dollars.
231,246036,4.3.1,,,,,"There is an Immediate (0-12 months) cost item regarding Cracking of the concrete wall panels near the panel joints was noted in approximately two locations including on the southwest and northwest sides of the building. A single location of impact damaged concrete wall panel was noted near dock door 5. A single location of spalled concrete wall panel was noted near dock door 7. A single location of missing metal trim was noted at the north corner of the building. Repair of the noted areas recommended. for total unit of 1.0 LS with total cost of 5000 dollars., There is an Immediate (0-12 months) cost item regarding Deteriorated joint seals were noted and should be replaced prior to painting. for total unit of 1.0 Allow with total cost of 3000 dollars., There is an Immediate (0-12 months) cost item regarding Deteriorated paint was noted at the concrete wall panels. Partner recommends that the concrete wall panels be repainted. An opinion of cost for this work is included in Table 1. for total unit of 13000.0 SF with total cost of 13000 dollars., There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 13000 SF that have 8 years remaining useful life with total cost of 13000.0 dollars, year 8 costs $13000.0."
231,246036,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Immediate (0-12 months) cost item regarding Damaged pavement consisting of alligator cracking was observed at several locations throughout the property including but not limited to the southeast driving lane near the concrete paved areas and to the south and southwest of the building. Sectional replacement repairs are recommended. for total unit of 2000.0 SF with total cost of 8000 dollars., There is an Immediate (0-12 months) cost item regarding Faded striping and markings as well as general surface degradation and cracking were noted throughout the paved areas. Partner recommends that the asphalt seal coat and pavement markings be reapplied following sectional replacement and crack seal repairs. An opinion of cost for this work is included in Table 1. for total unit of 58000.0 SF with total cost of 8700 dollars., There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 58000 SF that have 5 years remaining useful life with total cost of 6960.0 dollars, year 5 costs $6960.0, year 10 costs $6960.0."
231,246036,4.3.1,,,,,"There is an Immediate (0-12 months) cost item regarding Cracking of the concrete wall panels near the panel joints was noted in approximately two locations including on the southwest and northwest sides of the building. A single location of impact damaged concrete wall panel was noted near dock door 5. A single location of spalled concrete wall panel was noted near dock door 7. A single location of missing metal trim was noted at the north corner of the building. Repair of the noted areas recommended. for total unit of 1.0 LS with total cost of 5000 dollars., There is an Immediate (0-12 months) cost item regarding Deteriorated joint seals were noted and should be replaced prior to painting. for total unit of 1.0 Allow with total cost of 3000 dollars., There is an Immediate (0-12 months) cost item regarding Deteriorated paint was noted at the concrete wall panels. Partner recommends that the concrete wall panels be repainted. An opinion of cost for this work is included in Table 1. for total unit of 13000.0 SF with total cost of 13000 dollars., There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 13000 SF that have 8 years remaining useful life with total cost of 13000.0 dollars, year 8 costs $13000.0."
231,246036,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is The warehouse area is heated by several ceiling-hung gas-fired heaters located throughout the warehouse. Cooling at the warehouse area is provided by a total of three wall mounted evaporative cooling units., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 16 TONS that have 1 years remaining useful life with total cost of 19200.0 dollars, year 1 costs $4800.0, year 2 costs $4800.0, year 3 costs $4800.0, year 4 costs $4800.0., There is an Spread Reserve cost item regarding Split-system fan coil, Replace for total unit of 4 EA that have 1 years remaining useful life with total cost of 14000.0 dollars, year 1 costs $3500.0, year 2 costs $3500.0, year 3 costs $3500.0, year 4 costs $3500.0."
231,246036,5.5.2,,,,,"There is an Single-year event Reserve cost item regarding Fire alarm panel, Replace for total unit of 1 EA that have 10 years remaining useful life with total cost of 10000.0 dollars, year 10 costs $10000.0."
231,246026,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 535000 SF that have 4 years remaining useful life with total cost of 64200.0 dollars, year 4 costs $64200.0, year 9 costs $64200.0."
231,246026,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, caulking for total unit of 1 LS that have 2 years remaining useful life with total cost of 15000.0 dollars, year 2 costs $15000.0, year 12 costs $15000.0."
231,246026,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding Water-cooled HVAC package unit (RTU), Replace for total unit of 840 TON that have 7 years remaining useful life with total cost of 1260000.0 dollars, year 7 costs $210000.0, year 8 costs $210000.0, year 9 costs $210000.0, year 10 costs $210000.0, year 11 costs $210000.0, year 12 costs $210000.0."
231,246026,5.4.1,,,,,"There is an Spread Reserve cost item regarding Elevator mechanical systems, Modernize for total unit of 28 STOP that have 7 years remaining useful life with total cost of 420000.0 dollars, year 7 costs $105000.0, year 8 costs $105000.0, year 9 costs $105000.0, year 10 costs $105000.0., There is an Spread Reserve cost item regarding Elevator cabs interiors, Replace for total unit of 8 EA that have 7 years remaining useful life with total cost of 80000.0 dollars, year 7 costs $20000.0, year 8 costs $20000.0, year 9 costs $20000.0, year 10 costs $20000.0."
231,246026,6.1,,,,,"There is an Spread Reserve cost item regarding Common area carpeting, Replace for total unit of 60000 SF that have 3 years remaining useful life with total cost of 120000.0 dollars, year 3 costs $30000.0, year 4 costs $30000.0, year 5 costs $30000.0, year 6 costs $30000.0, year 10 costs $30000.0, year 11 costs $30000.0, year 12 costs $30000.0."
231,246069,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Five
231,246069,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 37.8580 acres., Acreage source is Tarrant County Appraisal District"
231,246069,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 20 TON that have 10 years remaining useful life with total cost of 24000.0 dollars, year 10 costs $12000.0, year 11 costs $12000.0., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 12 TON that have 5 years remaining useful life with total cost of 14400.0 dollars, year 5 costs $4800.0, year 6 costs $4800.0, year 7 costs $4800.0., There is an Spread Reserve cost item regarding Split-system furnace/fan coil, Replace for total unit of 3 EA that have 10 years remaining useful life with total cost of 10500.0 dollars, year 10 costs $3500.0, year 11 costs $3500.0, year 12 costs $3500.0."
231,246069,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is Accessory areas such as mechanical rooms and vestibules were heated by ceiling-hung unit heaters., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 20 TON that have 10 years remaining useful life with total cost of 24000.0 dollars, year 10 costs $12000.0, year 11 costs $12000.0., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 12 TON that have 5 years remaining useful life with total cost of 14400.0 dollars, year 5 costs $4800.0, year 6 costs $4800.0, year 7 costs $4800.0., There is an Spread Reserve cost item regarding Split-system furnace/fan coil, Replace for total unit of 3 EA that have 10 years remaining useful life with total cost of 10500.0 dollars, year 10 costs $3500.0, year 11 costs $3500.0, year 12 costs $3500.0."
231,246077,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Two
231,246077,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately seven acres., Acreage source is Tangipahoa Parish Assessor"
231,246077,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including two ADA-designated spaces,"
231,246077,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, masonry pointing, sealing for total unit of 42000 SF that have 5 years remaining useful life with total cost of 42000.0 dollars, year 5 costs $42000.0."
231,246077,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding Split-system furnace/fan coil, Replace for total unit of 4 EA that have 5 years remaining useful life with total cost of 14000.0 dollars, year 5 costs $3500.0, year 6 costs $3500.0, year 7 costs $3500.0, year 8 costs $3500.0., There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 4 EA that have 5 years remaining useful life with total cost of 14400.0 dollars, year 5 costs $3600.0, year 6 costs $3600.0, year 7 costs $3600.0, year 8 costs $3600.0."
231,246025,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 18.47 acres., Acreage source is (per the Butler County tax assessor)"
231,246025,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is five, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 75000 SF that have 2 years remaining useful life with total cost of 9000.0 dollars, year 2 costs $9000.0, year 7 costs $9000.0, year 12 costs $9000.0."
231,246025,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is five, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 75000 SF that have 2 years remaining useful life with total cost of 9000.0 dollars, year 2 costs $9000.0, year 7 costs $9000.0, year 12 costs $9000.0."
231,246025,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior maintenance - cleaning, painting, masonry pointing, sealing for total unit of 10000 SF that have 7 years remaining useful life with total cost of 10000.0 dollars, year 7 costs $10000.0."
231,246025,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding Office split-system components, Replace for total unit of 6 TON that have 10 years remaining useful life with total cost of 7200.0 dollars, year 10 costs $3600.0, year 11 costs $3600.0."
231,246066,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 250000 SF that have 3 years remaining useful life with total cost of 30000.0 dollars, year 3 costs $30000.0, year 8 costs $30000.0."
231,246066,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, masonry pointing, sealing for total unit of 50000 SF that have 5 years remaining useful life with total cost of 50000.0 dollars, year 5 costs $50000.0."
231,246066,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding Split-system condenser, Replace for total unit of 24 TON that have 4 years remaining useful life with total cost of 28800.0 dollars, year 4 costs $3600.0, year 5 costs $3600.0, year 6 costs $3600.0, year 7 costs $3600.0, year 8 costs $3600.0, year 9 costs $3600.0, year 10 costs $3600.0, year 11 costs $3600.0., There is an Spread Reserve cost item regarding Split-system furnace/fan coil, Replace for total unit of 8 EA that have 5 years remaining useful life with total cost of 28000.0 dollars, year 5 costs $3500.0, year 6 costs $3500.0, year 7 costs $3500.0, year 8 costs $3500.0, year 9 costs $3500.0, year 10 costs $3500.0, year 11 costs $3500.0, year 12 costs $3500.0., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 100 TON that have 4 years remaining useful life with total cost of 120000.0 dollars, year 4 costs $15000.0, year 5 costs $15000.0, year 6 costs $15000.0, year 7 costs $15000.0, year 8 costs $15000.0, year 9 costs $15000.0, year 10 costs $15000.0, year 11 costs $15000.0."
231,246071,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Zero standard ADA accessible spaces
231,246071,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 3.63 acres., Acreage source is (per the Salt Lake County tax assessor)"
231,246071,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is zero, There is an Single-year event Reserve cost item regarding Reseal and restripe asphalt pavement for total unit of 50900 SF that have 2 years remaining useful life with total cost of 6108.0 dollars, year 2 costs $6108.0, year 7 costs $6108.0, year 12 costs $6108.0."
231,246071,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is zero, There is an Single-year event Reserve cost item regarding Reseal and restripe asphalt pavement for total unit of 50900 SF that have 2 years remaining useful life with total cost of 6108.0 dollars, year 2 costs $6108.0, year 7 costs $6108.0, year 12 costs $6108.0."
231,246071,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 26000 SF that have 7 years remaining useful life with total cost of 26000.0 dollars, year 7 costs $26000.0."
231,246071,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement for total unit of 1 LS that have 7 years remaining useful life with total cost of 28000.0 dollars, year 7 costs $28000.0., There is an Single-year event Reserve cost item regarding Annual roof maintenance for total unit of 1 LS that have 1 years remaining useful life with total cost of 11500.0 dollars, year 1 costs $500.0, year 2 costs $500.0, year 3 costs $500.0, year 4 costs $500.0, year 5 costs $1000.0, year 6 costs $1500.0, year 7 costs $1000.0, year 8 costs $1000.0, year 9 costs $1000.0, year 10 costs $1000.0, year 11 costs $1500.0, year 12 costs $1500.0."
231,246071,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 10 TON that have 1 years remaining useful life with total cost of 0.0 dollars., There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 5 TON that have 1 years remaining useful life with total cost of 6000.0 dollars, year 1 costs $6000.0."
231,246040,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Four standard ADA accessible spaces
231,246040,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 19.67 acres., Acreage source is (per the Orange County Property Appraiser tax assessor)"
231,246040,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is four, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 80000 SF that have 5 years remaining useful life with total cost of 9600.0 dollars, year 5 costs $9600.0, year 10 costs $9600.0."
231,246040,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is four, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 80000 SF that have 5 years remaining useful life with total cost of 9600.0 dollars, year 5 costs $9600.0, year 10 costs $9600.0."
231,246040,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 18500 SF that have 5 years remaining useful life with total cost of 18500.0 dollars, year 5 costs $18500.0."
231,246040,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement for total unit of 4700 SF that have 7 years remaining useful life with total cost of 28200.0 dollars, year 7 costs $28200.0."
231,246040,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 33 TON that have 10 years remaining useful life with total cost of 39600.0 dollars, year 10 costs $13200.0, year 11 costs $13200.0, year 12 costs $13200.0."
231,246064,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Two
231,246064,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 4.288 acres., Acreage source is (per the Dallas County Appraisal district)"
231,246064,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including two ADA-designated spaces,"
231,246064,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,False,"Accessory Area Heating Type is Accessory areas such as warehouse areas were heated by ceiling-hung unit heaters. In addition, small office in warehouse area and lab area were cooled by wall mounted AC units., There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 5 TON that have 2 years remaining useful life with total cost of 6000.0 dollars, year 2 costs $6000.0., There is an Spread Reserve cost item regarding Through-wall/window AC units, Replace for total unit of 2 EA that have 2 years remaining useful life with total cost of 700.0 dollars, year 2 costs $350.0, year 3 costs $350.0., There is an Single-year event Reserve cost item regarding Split-system furnace/fan coil, Replace for total unit of 2 EA that have 2 years remaining useful life with total cost of 3000.0 dollars, year 2 costs $3000.0., There is an Single-year event Reserve cost item regarding Split-system condenser, Replace for total unit of 2 EA that have 2 years remaining useful life with total cost of 2000.0 dollars, year 2 costs $2000.0."
231,246064,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 10000 SF that have 2 years remaining useful life with total cost of 10000.0 dollars, year 2 costs $10000.0, year 10 costs $10000.0."
231,246064,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - BUR for total unit of 32250 SF that have 3 years remaining useful life with total cost of 193500.0 dollars, year 3 costs $193500.0."
231,246064,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"Accessory Area Heating Type is Accessory areas such as warehouse areas were heated by ceiling-hung unit heaters. In addition, small office in warehouse area and lab area were cooled by wall mounted AC units., There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 5 TON that have 2 years remaining useful life with total cost of 6000.0 dollars, year 2 costs $6000.0., There is an Spread Reserve cost item regarding Through-wall/window AC units, Replace for total unit of 2 EA that have 2 years remaining useful life with total cost of 700.0 dollars, year 2 costs $350.0, year 3 costs $350.0., There is an Single-year event Reserve cost item regarding Split-system furnace/fan coil, Replace for total unit of 2 EA that have 2 years remaining useful life with total cost of 3000.0 dollars, year 2 costs $3000.0., There is an Single-year event Reserve cost item regarding Split-system condenser, Replace for total unit of 2 EA that have 2 years remaining useful life with total cost of 2000.0 dollars, year 2 costs $2000.0."
231,246064,5.5.2,,,,,"There is an Single-year event Reserve cost item regarding Fire alarm panel, Replace for total unit of 1 EA that have 2 years remaining useful life with total cost of 10000.0 dollars, year 2 costs $10000.0."
231,246039,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is 17
231,246039,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 13.7280 acres., Acreage source is (per the Maryland State tax assessor)"
231,246039,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including 17 ADA-designated space,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 270000 SF that have 3 years remaining useful life with total cost of 32400.0 dollars, year 3 costs $32400.0, year 8 costs $32400.0."
231,246039,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including 17 ADA-designated space,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 270000 SF that have 3 years remaining useful life with total cost of 32400.0 dollars, year 3 costs $32400.0, year 8 costs $32400.0."
231,246039,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, masonry pointing, sealing for total unit of 58000 SF that have 4 years remaining useful life with total cost of 14500.0 dollars, year 4 costs $14500.0, year 12 costs $14500.0."
231,246039,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - sections 10, 11, 12, 15, 16 for total unit of 1 LS that have 10 years remaining useful life with total cost of 252410.0 dollars, year 10 costs $252410.0., There is an Single-year event Reserve cost item regarding Roof replacement - section 17 for total unit of 1 LS that have 4 years remaining useful life with total cost of 4000.0 dollars, year 7 costs $114000.0., There is an Single-year event Reserve cost item regarding Roof replacement - sections 4, 5, 6, 7, 14 for total unit of 1 LS that have 1 years remaining useful life with total cost of 235194.0 dollars, year 7 costs $235194.0., There is an Single-year event Reserve cost item regarding Annual roof maintenance for total unit of 1 LS that have 1 years remaining useful life with total cost of 4000.0 dollars, year 1 costs $10000.0, year 2 costs $12000.0, year 3 costs $6000.0, year 4 costs $7000.0, year 5 costs $4000.0, year 6 costs $5000.0, year 7 costs $7000.0, year 8 costs $9000.0, year 9 costs $11000.0, year 10 costs $4000.0, year 11 costs $4500.0, year 12 costs $5000.0."
231,246039,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 225 TON that have 9 years remaining useful life with total cost of 270000.0 dollars, year 9 costs $67500.0, year 10 costs $67500.0, year 11 costs $67500.0, year 12 costs $67500.0."
231,246039,5.4.1,,,,,"There is an Spread Reserve cost item regarding Elevator cabs interiors, Replace for total unit of 6 EA that have 5 years remaining useful life with total cost of 60000.0 dollars, year 5 costs $20000.0, year 6 costs $20000.0, year 7 costs $20000.0."
231,246377,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is Two
231,246377,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 4.29 acres., Acreage source is (per the City of Union Parcel Information)"
231,246377,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including two ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 52000 SF that have 4 years remaining useful life with total cost of 6240.0 dollars, year 4 costs $6240.0, year 9 costs $6240.0."
231,246377,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including two ADA-designated spaces,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 52000 SF that have 4 years remaining useful life with total cost of 6240.0 dollars, year 4 costs $6240.0, year 9 costs $6240.0."
231,246377,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 35700 SF that have 4 years remaining useful life with total cost of 35700.0 dollars, year 4 costs $35700.0, year 12 costs $35700.0."
231,246377,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace (RTU 2) for total unit of 7.5 TON that have 5 years remaining useful life with total cost of 9000.0 dollars, year 5 costs $9000.0., There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace (RTU 1) for total unit of 7.5 TON that have 11 years remaining useful life with total cost of 9000.0 dollars, year 11 costs $9000.0."
231,246476,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 43500 SF that have 5 years remaining useful life with total cost of 5220.0 dollars, year 5 costs $5220.0, year 10 costs $5220.0."
231,246476,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, painting, sealing for total unit of 34400 SF that have 5 years remaining useful life with total cost of 34400.0 dollars, year 5 costs $34400.0."
231,246476,4.4.1,,,,,"There is an Spread Reserve cost item regarding Roof replacement - EPDM for total unit of 167000 SF that have 5 years remaining useful life with total cost of 1002000.0 dollars, year 5 costs $501000.0, year 6 costs $501000.0."
231,246476,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Single-year event Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 20 TON that have 6 years remaining useful life with total cost of 24000.0 dollars, year 6 costs $24000.0., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 29.5 TON that have 3 years remaining useful life with total cost of 35400.0 dollars, year 3 costs $17700.0, year 4 costs $17700.0., There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 80 TON that have 1 years remaining useful life with total cost of 96000.0 dollars, year 1 costs $48000.0, year 2 costs $48000.0."
231,246476,5.5.2,,,,,"There is an Spread Reserve cost item regarding Fire alarm panel, Replace for total unit of 1 EA that have 3 years remaining useful life with total cost of 10000.0 dollars, year 3 costs $10000.0."
231,246065,1.1,Property Description,GENERAL PROPERTY DATA - EXECUTIVE SUMMARY TABLE,,False,ADA-designated parking count - Property Data is 14
231,246065,3.1,Property Characteristics,Parcel Configuration,,False,"Acreage is and comprised approximately 9.51 acres., Acreage source is per the St. Louis County Assessor"
231,246065,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",False,"ADA (including van spaces) is including 14 ADA-designated space,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 264000 SF that have 5 years remaining useful life with total cost of 31680.0 dollars, year 5 costs $31680.0, year 10 costs $31680.0."
231,246065,3.2.2,Property Characteristics,Site Improvements,"Vehicular Access, Paving",,"ADA (including van spaces) is including 14 ADA-designated space,, There is an Single-year event Reserve cost item regarding Asphalt seal coat & striping for total unit of 264000 SF that have 5 years remaining useful life with total cost of 31680.0 dollars, year 5 costs $31680.0, year 10 costs $31680.0."
231,246065,3.2.9,,,,,"There is an Spread Reserve cost item regarding Pool/spa filtration/circulation equipment replacement for total unit of 4 EA that have 4 years remaining useful life with total cost of 7000.0 dollars, year 4 costs $3500.0, year 5 costs $3500.0., There is an Single-year event Reserve cost item regarding Swimming pool liner, Resurface for total unit of 2 EA that have 6 years remaining useful life with total cost of 15000.0 dollars, year 6 costs $15000.0., There is an Single-year event Reserve cost item regarding Spa liner, Resurface for total unit of 2 EA that have 6 years remaining useful life with total cost of 6000.0 dollars, year 6 costs $6000.0."
231,246065,4.3.1,,,,,"There is an Single-year event Reserve cost item regarding Exterior cleaning, masonry pointing, sealing for total unit of 22000 SF that have 6 years remaining useful life with total cost of 22000.0 dollars, year 6 costs $22000.0."
231,246065,4.4.1,,,,,"There is an Single-year event Reserve cost item regarding Roof replacement - BUR for total unit of 68000 SF that have 8 years remaining useful life with total cost of 408000.0 dollars, year 8 costs $408000.0."
231,246065,5.1,,,,,"There is an Spread Reserve cost item regarding Central water heater, Replace for total unit of 3 EA that have 3 years remaining useful life with total cost of 7200.0 dollars, year 3 costs $2400.0, year 4 costs $2400.0, year 5 costs $2400.0."
231,246065,5.2,Mechanical and Electrical Systems,"Heating, Ventilation, and Air Conditioning (HVAC)",,,"There is an Spread Reserve cost item regarding HVAC package unit (RTU), Replace for total unit of 307.5 TON that have 8 years remaining useful life with total cost of 369000.0 dollars, year 8 costs $18450.0, year 9 costs $18450.0, year 10 costs $18450.0, year 11 costs $18450.0, year 12 costs $18450.0."
